591;10;André Gomes;VALENCIA CF;BASE;Nuevos I
592;11;Medrán;VALENCIA CF;BASE;Nuevos III
593;12;Parejo;VALENCIA CF;BASE;Nuevos I
594;13;Santi Mina;VALENCIA CF;BASE;Nuevos I
595;14A;Rodrigo;VALENCIA CF;BASE;Nuevos I
596;14B;Negredo;VALENCIA CF;BASE;Nuevos I
597;15;Alcácer;VALENCIA CF;BASE;Nuevos I
599;2BIS;Diego Alves;VALENCIA CF;BASE;Nuevos IV
600;4BIS;Mangala;VALENCIA CF;BASE;Nuevos IV
601;6BIS;Aderlan Santos;VALENCIA CF;BASE;Nuevos IV
602;10BIS;Mario Suárez;VALENCIA CF;BASE;Nuevos IV
598;16;Bakkali;VALENCIA CF;BASE;Nuevos I
603;15BIS;Fede Cartabia;VALENCIA CF;BASE;Nuevos IV
611;1;Sergio Asenjo;VILLARREAL CF;BASE;Nuevos I
612;2;Barbosa;VILLARREAL CF;BASE;Nuevos I
613;3;Mario;VILLARREAL CF;BASE;Nuevos I
614;4A;Rukavina;VILLARREAL CF;BASE;Nuevos I
615;4B;Bonera;VILLARREAL CF;BASE;Nuevos I
616;5;Musacchio;VILLARREAL CF;BASE;Nuevos I
617;6;Víctor Ruiz;VILLARREAL CF;BASE;Nuevos I
618;7A;Jaume Costa;VILLARREAL CF;BASE;Nuevos I
619;7B;Adrián Marín;VILLARREAL CF;BASE;Nuevos I
620;8;N'Diaye;VILLARREAL CF;BASE;Nuevos II
621;9;Bruno;VILLARREAL CF;BASE;Nuevos I
622;10;Manu Trigueros;VILLARREAL CF;BASE;Nuevos I
623;11;Cheryshev;VILLARREAL CF;BASE;Nuevos II
624;12;Jonathan Dos Santos;VILLARREAL CF;BASE;Nuevos I
625;13;Samu Castillejo;VILLARREAL CF;BASE;Nuevos I
626;14;Adrián;VILLARREAL CF;BASE;Nuevos I
627;15;Bakambu;VILLARREAL CF;BASE;Nuevos I
628;16;Soldado;VILLARREAL CF;BASE;Nuevos I
629;2BIS;Andrés Fernández;VILLARREAL CF;BASE;Nuevos III
630;14BIS;Sansone;VILLARREAL CF;BASE;Nuevos III
631;40BIS;Fran Escribá;VILLARREAL CF;BASE;Nuevos III
632;16BIS;Santos Borré;VILLARREAL CF;BASE;Nuevos IV
641;1;Aduriz;;SERIE ORO;Nuevos I
642;2;Alcácer;;SERIE ORO;Nuevos I
643;3;Bale;;SERIE ORO;Nuevos I
644;4;Benzema;;SERIE ORO;Nuevos I
645;5;Cristiano Ronaldo;;SERIE ORO;Nuevos I
646;6;Godín;;SERIE ORO;Nuevos I
647;7;Griezmann;;SERIE ORO;Nuevos I
648;8;Iniesta;;SERIE ORO;Nuevos I
649;9;Koke;;SERIE ORO;Nuevos I
650;10;Luis Suárez;;SERIE ORO;Nuevos I
651;11;Messi;;SERIE ORO;Nuevos I
652;12;Modric;;SERIE ORO;Nuevos I
653;13;Neymar;;SERIE ORO;Nuevos I
654;14;Piqué;;SERIE ORO;Nuevos I
655;15;Sergio Ramos;;SERIE ORO;Nuevos I
656;16;Soldado;;SERIE ORO;Nuevos I
661;1;Escudos LaLiga 2 - Alcorcón / Almería;;LALIGA 2;Nuevos I
662;2;Escudos LaLiga 2 - Cádiz / Córdoba;;LALIGA 2;Nuevos I
663;3;Escudos LaLiga 2 - Elche / Getafe;;LALIGA 2;Nuevos I
664;4;Escudos LaLiga 2 - Gimnàstic / Girona;;LALIGA 2;Nuevos I
665;5;Escudos LaLiga 2 - Huesca / Levante;;LALIGA 2;Nuevos I
666;6;Escudos LaLiga 2 - Lugi / Mallorca;;LALIGA 2;Nuevos I
667;7;Escudos LaLiga 2 - Mirandés / Numancia;;LALIGA 2;Nuevos I
668;8;Escudos LaLiga 2 - Oviedo / Rayo Vallecano;;LALIGA 2;Nuevos I
669;9;Escudos LaLiga 2 - Reus / Sevilla Atlético;;LALIGA 2;Nuevos I
670;10;Escudos LaLiga 2 - Tenerife / UCAM Murcia;;LALIGA 2;Nuevos I
671;11;Escudos LaLiga 2 - Valladolid / Zaragoza;;LALIGA 2;Nuevos I
681;1;Juanmi;REAL SOCIEDAD;ÚLTIMOS FICHAJES;Nuevos I
682;2;Nahuel;REAL BETIS;ÚLTIMOS FICHAJES;Nuevos I
683;3;Naranjo;RC CELTA;ÚLTIMOS FICHAJES;Nuevos I
684;4;Jony;MÁLAGA CF;ÚLTIMOS FICHAJES;Nuevos I
685;5;Kiyotake;SEVILLA FC;ÚLTIMOS FICHAJES;Nuevos I
686;6;Reyes;RCD ESPANYOL;ÚLTIMOS FICHAJES;Nuevos I
687;7;Denis Suárez;FC BARCELONA;ÚLTIMOS FICHAJES;Nuevos I
688;8;Deyverson;ALAVÉS;ÚLTIMOS FICHAJES;Nuevos II
689;9;Hélder Lopes;UD LAS PALMAS;ÚLTIMOS FICHAJES;Nuevos II
690;10;Bebé;SD EIBAR;ÚLTIMOS FICHAJES;Nuevos II
691;11;Umtiti;FC BARCELONA;ÚLTIMOS FICHAJES;Nuevos II
692;12;Gaitán;ATLÉTICO DE MADRID;ÚLTIMOS FICHAJES;Nuevos II
693;13;Causic;C.AT. OSASUNA;ÚLTIMOS FICHAJES;Nuevos II
694;14;Kuzmanovic;MÁLAGA CF;ÚLTIMOS FICHAJES;Nuevos II
695;15;Kranevitter;SEVILLA FC;ÚLTIMOS FICHAJES;Nuevos II
696;16;Roncaglia;RC CELTA;ÚLTIMOS FICHAJES;Nuevos II
697;17;Piatti;RCD ESPANYOL;ÚLTIMOS FICHAJES;Nuevos II
698;18;Sandro;MÁLAGA CF;ÚLTIMOS FICHAJES;Nuevos II
699;19;Sanabria;REAL BETIS;ÚLTIMOS FICHAJES;Nuevos II
700;20;Vrsaljko;ATLÉTICO DE MADRID;ÚLTIMOS FICHAJES;Nuevos II
701;21;Ganso;SEVILLA FC;ÚLTIMOS FICHAJES;Nuevos II
702;22;Livaja;UD LAS PALMAS;ÚLTIMOS FICHAJES;Nuevos II
703;23;Morata;REAL MADRID;ÚLTIMOS FICHAJES;Nuevos II
704;24;André Gomes;FC BARCELONA;ÚLTIMOS FICHAJES;Nuevos II
705;25;Nani;VALENCIA CF;ÚLTIMOS FICHAJES;Nuevos II
706;26;José Ángel;VILLARREAL CF;ÚLTIMOS FICHAJES;Nuevos III
707;27;Burgui;SPORTING;ÚLTIMOS FICHAJES;Nuevos III
708;28;Guilherme;DEPORTIVO;ÚLTIMOS FICHAJES;Nuevos III
709;29;Fran Mérida;C.AT. OSASUNA;ÚLTIMOS FICHAJES;Nuevos III
710;30;Gálvez;SD EIBAR;ÚLTIMOS FICHAJES;Nuevos III
711;31;Ibai Gómez;ALAVÉS;ÚLTIMOS FICHAJES;Nuevos III
712;32;Willian José;REAL SOCIEDAD;ÚLTIMOS FICHAJES;Nuevos III
713;33;Boateng;UD LAS PALMAS;ÚLTIMOS FICHAJES;Nuevos III
714;34;Digne;FC BARCELONA;ÚLTIMOS FICHAJES;Nuevos III
715;35;Sisto;RC CELTA;ÚLTIMOS FICHAJES;Nuevos III
716;36;Gameiro;ATLÉTICO DE MADRID;ÚLTIMOS FICHAJES;Nuevos III
717;37;Roberto Soriano;VILLARREAL CF;ÚLTIMOS FICHAJES;Nuevos III
718;38;Zozulya;REAL BETIS;ÚLTIMOS FICHAJES;Nuevos III
719;39;Franco Vázquez;SEVILLA FC;ÚLTIMOS FICHAJES;Nuevos III
720;40;Montoya;VALENCIA CF;ÚLTIMOS FICHAJES;Nuevos III
721;41;Pato;VILLARREAL CF;ÚLTIMOS FICHAJES;Nuevos III
722;42;Xavi Torres;SPORTING;ÚLTIMOS FICHAJES;Nuevos IV
723;43;Clerc;C.AT. OSASUNA;ÚLTIMOS FICHAJES;Nuevos IV
724;44;Camarasa;ALAVÉS;ÚLTIMOS FICHAJES;Nuevos IV
725;45;Marlos Moreno;DEPORTIVO;ÚLTIMOS FICHAJES;Nuevos IV
726;46;Machis;CD LEGANÉS;ÚLTIMOS FICHAJES;Nuevos IV
727;47;David López;RCD ESPANYOL;ÚLTIMOS FICHAJES;Nuevos IV
728;48;Carcela;GRANADA CF;ÚLTIMOS FICHAJES;Nuevos IV
729;49;Álvaro;VILLARREAL CF;ÚLTIMOS FICHAJES;Nuevos IV
730;50;Sirigu;SEVILLA FC;ÚLTIMOS FICHAJES;Nuevos IV
731;51;Fran Rico;SD EIBAR;ÚLTIMOS FICHAJES;Nuevos IV
732;52;Munir;VALENCIA CF;ÚLTIMOS FICHAJES;Nuevos IV
733;53;Viguera;SPORTING;ÚLTIMOS FICHAJES;Nuevos IV
734;54;Marcos Llorente;ALAVÉS;ÚLTIMOS FICHAJES;Nuevos IV
735;55;Sergio León;C.AT. OSASUNA;ÚLTIMOS FICHAJES;Nuevos IV
736;56;Brasanac;REAL BETIS;ÚLTIMOS FICHAJES;Nuevos IV
737;57;Koné;CD LEGANÉS;ÚLTIMOS FICHAJES;Nuevos IV
738;58;Bueno;GRANADA CF;ÚLTIMOS FICHAJES;Nuevos IV
739;59;Rossi;RC CELTA;ÚLTIMOS FICHAJES;Nuevos IV
740;60;Marco Asensio;REAL MADRID;ÚLTIMOS FICHAJES;Nuevos IV
741;61;Nasri;SEVILLA FC;ÚLTIMOS FICHAJES;Nuevos IV
742;62;Garay;VALENCIA CF;ÚLTIMOS FICHAJES;Nuevos IV
743;63;Álvaro;RCD ESPANYOL;ÚLTIMOS FICHAJES;Nuevos IV
744;64;Alcácer;FC BARCELONA;ÚLTIMOS FICHAJES;Nuevos IV
751;1;Capi;;VALORES DEL CAPI;Nuevos I
752;2;Capi;;VALORES DEL CAPI;Nuevos I
753;3;Capi;;VALORES DEL CAPI;Nuevos I
754;4;Capi;;VALORES DEL CAPI;Nuevos I
755;5;Capi;;VALORES DEL CAPI;Nuevos I
756;6;Capi;;VALORES DEL CAPI;Nuevos I
757;7;Capi;;VALORES DEL CAPI;Nuevos I
